"Food Name" "Category Name" "Calcium" "Calories" "Carbs" "Cholesterol" "Copper" "Fats" "Fiber" "Folate" "Iron" "Magnesium" "Monounsaturated Fat" "Net carbs" "Omega-3 - DHA" "Omega-3 - DPA" "Omega-3 - EPA" "Phosphorus" "Polyunsaturated fat" "Potassium" "Protein" "Saturated Fat" "Selenium" "Sodium" "Trans Fat" "Vitamin A (IU)" "Vitamin A RAE" "Vitamin B1" "Vitamin B12" "Vitamin B2" "Vitamin B3" "Vitamin B5" "Vitamin B6" "Vitamin C" "Zinc" "Choline" "Fructose" "Histidine" "Isoleucine" "Leucine" "Lysine" "Manganese" "Methionine" "Phenylalanine" "Starch" "Sugar" "Threonine" "Tryptophan" "Valine" "Vitamin D" "Vitamin E" "Vitamin K" "Omega-3 - ALA" "Omega-6 - Eicosadienoic acid" "Omega-6 - Gamma-linoleic acid" "Omega-3 - Eicosatrienoic acid" "Omega-6 - Dihomo-gamma-linoleic acid" "Omega-6 - Linoleic acid" "Omega-6 - Arachidonic acid"
"Thyme" "Greens" 0.405 101 24 0 0.00056 1.7 14 4.5e-05 0.017 0.16 0.08 10 NA NA NA 0.106 0.53 0.609 5.6 0.47 NA 0.009 0 4751 0.000238 5e-05 0 0.00047 0.0018 0.00041 0.00035 0.16 0.0018 NA NA NA 0.00029 0.00026 0.00013 0.0017 NA NA NA NA 0.00015 0.00011 0.00031 0 NA NA NA NA NA NA NA NA NA
"Rosemary" "Greens" 0.317 131 21 0 3e-04 5.9 14 0.000109 0.0067 0.091 1.2 6.6 NA NA NA 0.066 0.9 0.668 3.3 2.8 NA 0.026 0 2924 0.000146 4e-05 0 0.00015 0.00091 8e-04 0.00034 0.022 0.00093 NA NA 7e-05 0.00014 0.00025 0.00014 0.00095999999999999 5e-05 0.00017 NA NA 0.00014 5e-05 0.00017 0 NA NA NA NA NA NA NA NA NA
"Peppermint" "Greens" 0.243 70 15 0 0.00033 0.94 8 0.000114 0.00509999999999999 0.08 0.03 6.9 NA NA NA 0.073 0.51 0.569 3.8 0.25 NA 0.031 0 4248 0.000212 8e-05 0 0.00027 0.0017 0.00034 0.00013 0.032 0.0011 NA NA 8e-05 0.00015 0.00028 0.00016 0.0012 5e-05 0.00019 NA NA 0.00015 6e-05 0.00019 0 NA NA NA NA NA NA NA NA NA
"Garden rhubarb" "Greens" 0.086 21 4.5 0 2e-05 0.2 1.8 7e-06 0.00022 0.012 0.04 2.7 0 0 0 0.014 0.1 0.288 0.9 0.05 1.1e-06 0.004 0 102 5e-06 2e-05 0 3e-05 3e-04 9e-05 2e-05 0.008 1e-04 0.00609999999999999 NA NA NA NA NA 2e-04 NA NA NA 1.1 NA NA NA 0 0.00027 2.9e-05 NA NA NA NA NA NA NA
"Amaranth leaves" "Greens" 0.215 23 4 0 0.00016 0.33 NA 8.5e-05 0.0023 0.055 0.08 4 NA NA NA 0.05 0.15 0.611 2.5 0.09 9e-07 0.02 0 2917 0.000146 3e-05 0 0.00016 0.00066 6e-05 0.00019 0.043 9e-04 NA NA 5e-05 0.00011999999999999 2e-04 0.00013 0.00089 4e-05 0.00013 NA NA 1e-04 3e-05 0.00014 0 NA 0.00114 NA NA NA NA NA NA NA
"Rapini" "Greens" 0.108 22 2.9 0 4e-05 0.49 2.7 8.3e-05 0.0021 0.022 0.03 0.15 0 0 0 0.073 0.13 0.196 3.2 0.05 1e-06 0.033 0 2622 0.000131 0.00016 0 0.00013 0.0012 0.00032 0.00017 0.02 0.00077 0.018 0.17 7e-05 1e-04 0.00017 2e-04 4e-04 5e-05 0.00013 NA 0.38 0.00011 4e-05 0.00015 0 0.0016 0.000224 NA 0 NA NA NA NA NA
"Butterbur" "Greens" 0.103 14 3.6 0 1e-04 0.04 NA 1e-05 1e-04 0.014 NA 3.6 NA NA NA 0.012 NA 0.655 0.39 NA 9e-07 0.007 0 50 3e-06 2e-05 0 2e-05 2e-04 3e-05 1e-04 0.032 0.00016 NA NA NA NA NA NA 0.00027 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Cardoon" "Greens" 0.07 17 4.1 0 0.00023 0.1 1.6 6.8e-05 7e-04 0.042 0.02 2.5 NA NA NA 0.023 0.04 0.4 0.7 0.01 2e-07 0.17 0 0 0 2e-05 0 3e-05 3e-04 0.00034 0.00011999999999999 0.002 0.00017 NA NA NA NA NA NA 0.00026 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Celery" "Greens" 0.04 16 3 0 4e-05 0.17 1.6 3.6e-05 2e-04 0.011 0.03 1.4 0 0 0 0.024 0.08 0.26 0.69 0.04 4e-07 0.08 0 449 2.2e-05 2e-05 0 6e-05 0.00032 0.00025 7e-05 0.0031 0.00013 0.00609999999999999 0.37 1e-05 2e-05 3e-05 3e-05 1e-04 1e-05 2e-05 0 1.3 2e-05 1e-05 3e-05 0 0.00027 2.9e-05 NA NA NA NA NA NA NA
"Chard" "Greens" 0.058 20 4.1 0 0.00016 0.08 2.1 9e-06 0.0023 0.086 0.02 2 0 0 0 0.033 0.03 0.549 1.9 0.01 9e-07 0.179 0 6124 0.000306 3e-05 0 9e-05 0.00035999999999999 0.00016 9e-05 0.018 0.00033 0.029 NA 4e-05 0.00015 0.00014 1e-04 0.00033 2e-05 0.00011 NA 1.1 9e-05 2e-05 0.00011 0 0.0019 0.000327 NA NA NA NA NA NA NA
"Chives" "Greens" 0.092 30 4.4 0 0.00016 0.73 2.5 0.000105 0.0016 0.042 0.1 1.9 0 0 0 0.058 0.27 0.296 3.3 0.15 9e-07 0.003 0 4353 0.000218 8e-05 0 0.00011999999999999 0.00065 0.00032 0.00014 0.058 0.00056 0.0052 NA 6e-05 0.00014 2e-04 0.00016 0.00037 4e-05 0.00011 NA 1.9 0.00013 4e-05 0.00015 0 0.00020999999999999 0.000213 NA NA NA NA NA NA NA
"Chrysanthemum" "Greens" 0.117 24 3 0 0.00014 0.56 3 0.000177 0.0023 0.032 NA 0.02 NA NA NA 0.054 NA 0.567 3.4 NA NA 0.118 0 2320 0.000116 0.00013 0 0.00014 0.00053 0.00022 0.00017999999999999 0.0014 0.00070999999999999 NA NA NA NA NA NA 0.00094 NA NA NA NA NA NA NA 0 NA 0.00035 NA NA NA NA NA NA NA
"Marrow-stem Kale" "Greens" 0.232 32 5.4 0 5e-05 0.61 4 0.000129 0.00047 0.027 0.03 1.4 0 0 0 0.025 0.2 0.213 3 0.06 1.3e-06 0.017 0 5019 0.000251 5e-05 0 0.00013 0.00074 0.00027 0.00017 0.035 0.00020999999999999 0.023 NA 5e-05 1e-04 0.00015 0.00011999999999999 0.00066 3e-05 9e-05 NA 0.46 9e-05 3e-05 0.00011999999999999 0 0.0023 0.000437 NA NA NA NA NA NA NA
"Collard Greens" "Greens" 0.141 33 5.7 0 5e-05 0.72 4 1.6e-05 0.0011 0.021 0.03 1.7 0 0 0 0.032 0.17 0.117 2.7 0.05 5e-07 0.015 0 7600 0.00038 4e-05 0 0.00011 0.00058 0.00022 0.00013 0.018 0.00023 0.038 NA 4e-05 9e-05 0.00013 1e-04 0.00051 3e-05 8e-05 NA 0.4 7e-05 3e-05 1e-04 0 0.00088 0.000407 NA NA NA NA NA NA NA
"Coriander" "Greens" 0.067 23 3.7 0 0.00023 0.52 2.8 6.2e-05 0.0018 0.026 0.28 0.87 0 0 0 0.048 0.04 0.521 2.1 0.01 9e-07 0.046 0 6748 0.000337 7e-05 0 0.00016 0.0011 0.00057 0.00015 0.027 5e-04 0.013 NA NA NA NA NA 0.00043 NA NA NA 0.87 NA NA NA 0 0.0025 0.00031 NA NA NA NA NA NA NA
"Garden cress" "Greens" 0.081 32 5.5 0 0.00017 0.7 1.1 8e-05 0.0013 0.038 0.24 4.4 0 0 0 0.076 0.23 0.606 2.6 0.02 9e-07 0.014 0 6917 0.000346 8e-05 0 0.00026 0.001 0.00023999999999999 0.00025 0.069 0.00023 0.02 NA NA NA NA NA 0.00055 NA NA NA 4.4 NA NA NA 0 7e-04 0.000542 NA NA NA NA NA NA NA
"Dandelion greens" "Greens" 0.187 45 9.2 0 0.00017 0.7 3.5 2.7e-05 0.0031 0.036 0.01 5.7 0 0 0 0.066 0.31 0.397 2.7 0.17 5e-07 0.076 0 10161 0.000508 0.00019 0 0.00026 0.00081 8e-05 0.00025 0.035 0.00041 0.035 NA NA NA NA NA 0.00034 NA NA NA 0.71 NA NA NA 0 0.0034 0.000778 NA NA NA NA NA NA NA
"Escarole" "Greens" 0.046 19 3.1 0 9e-05 0.18 2.8 7.8e-05 0.00071999999999999 0.013 0 0.27 0 0 0 0.022 0.08 0.245 1.2 0.04 2e-07 0.019 NA 1888 9.4e-05 6e-05 0 6e-05 0.00031 0.00083 2e-05 0.0033 0.00069 0.015 NA 2e-05 7e-05 9e-05 6e-05 0.00039 1e-05 5e-05 NA 0.23 5e-05 1e-05 6e-05 0 4e-04 0.000212 NA NA NA NA NA NA NA
"Drumstick leaves" "Greens" 0.185 64 8.3 0 0.00011 1.4 2 4e-05 0.004 0.042 NA 6.3 NA NA NA 0.112 NA 0.337 9.4 NA 9e-07 0.009 0 7564 0.000378 0.00026 0 0.00066 0.0022 0.00013 0.0012 0.052 6e-04 NA NA 2e-04 0.00045 0.00079 0.00054 0.0011 0.00011999999999999 0.00049 NA NA 0.00041 0.00014 0.00061 0 NA NA NA NA NA NA NA NA NA
"Kale" "Greens" 0.072 28 5.6 0 0.00016 0.4 2 1.3e-05 9e-04 0.018 0.03 3.6 0 0 0 0.028 0.19 0.228 1.9 0.05 9e-07 0.023 0 13621 0.000681 5e-05 0 7e-05 5e-04 5e-05 0.00014 0.041 0.00023999999999999 4e-04 NA 4e-05 0.00011 0.00013 0.00011 0.00041999999999999 2e-05 1e-04 NA 1.3 9e-05 2e-05 1e-04 0 0.00085 0.000817 NA NA NA NA NA NA NA
"Lambsquarters" "Greens" 0.309 43 7.3 0 0.00029 0.8 4 3e-05 0.0012 0.034 0.15 3.3 NA NA NA 0.072 0.35 0.452 4.2 0.06 9e-07 0.043 0 11600 0.00058 0.00016 0 0.00044 0.0012 9e-05 0.00027 0.08 0.00044 NA NA 0.00011999999999999 0.00025 0.00035 0.00035 0.00078 5e-05 0.00017 NA NA 0.00016 4e-05 0.00023 0 NA NA NA NA NA NA NA NA NA
"Leek" "Greens" 0.059 61 14 0 0.00011999999999999 0.3 1.8 6.4e-05 0.0021 0.028 0 12 0 0 0 0.035 0.17 0.18 1.5 0.04 1e-06 0.02 0 1667 8.3e-05 6e-05 0 3e-05 4e-04 0.00014 0.00023 0.012 0.00011999999999999 0.0095 NA 3e-05 5e-05 1e-04 8e-05 0.00047999999999999 2e-05 6e-05 NA 3.9 6e-05 1e-05 6e-05 0 0.00092 4.7e-05 NA NA NA NA NA NA NA
"Lettuce" "Greens" 0.036 15 2.9 0 3e-05 0.15 1.3 3.8e-05 0.00086 0.013 0.01 1.6 0 0 0 0.029 0.08 0.194 1.4 0.02 6e-07 0.028 0 7405 0.00037 7e-05 0 8e-05 0.00038 0.00013 9e-05 0.0092 0.00017999999999999 0.014 0.43 2e-05 8e-05 8e-05 8e-05 0.00025 2e-05 6e-05 0 0.78 6e-05 1e-05 7e-05 0 0.00022 0.000126 NA NA NA NA NA NA NA
"Mustard Greens" "Greens" 0.118 26 4.5 0 0.00015 0.47 2 9e-06 0.00087 0.013 0.11 2.5 0 0 0 0.042 0.05 0.162 2.6 0.01 6e-07 0.009 0 12370 0.000618 4e-05 0 6e-05 0.00043 0.00011999999999999 1e-04 0.025 0.00022 4e-04 NA NA NA NA NA NA NA NA NA 1.4 NA NA NA 0 0.0018 0.000593 NA NA NA NA NA NA NA
"Scallion" "Greens" 0.072 32 7.3 0 8e-05 0.19 2.6 6.4e-05 0.0015 0.02 0.03 4.7 0 0 0 0.037 0.07 0.276 1.8 0.03 6e-07 0.016 0 997 5e-05 6e-05 0 8e-05 0.00053 8e-05 6e-05 0.019 0.00039 0.0057 NA 3e-05 8e-05 0.00011 9e-05 0.00016 2e-05 6e-05 NA 2.3 7e-05 2e-05 8e-05 0 0.00055 0.000207 NA NA NA NA NA NA NA
"Welsh onion" "Greens" 0.018 34 6.5 0 7e-05 0.4 2.4 1.6e-05 0.0012 0.023 0.06 4.1 NA NA NA 0.049 0.16 0.212 1.9 0.07 6e-07 0.017 0 1160 NA 5e-05 0 9e-05 4e-04 0.00017 7e-05 0.027 0.00052 0.0053 NA 3e-05 8e-05 0.00011 1e-04 0.00014 2e-05 6e-05 NA 2.2 7e-05 2e-05 8e-05 0 0.00051 0.000193 NA NA NA NA NA NA NA
"Parsley" "Greens" 0.138 36 6.3 0 0.00015 0.79 3.3 0.000152 0.0062 0.05 0.3 3 0 0 0 0.058 0.12 0.554 3 0.13 1e-07 0.056 0 8424 0.000421 9e-05 0 1e-04 0.0013 4e-04 9e-05 0.133 0.0011 0.013 NA 6e-05 0.00011999999999999 2e-04 0.00017999999999999 0.00016 4e-05 0.00015 NA 0.85 0.00011999999999999 5e-05 0.00017 0 0.00075 0.00164 NA NA NA NA NA NA NA
"Pumpkin leaves" "Greens" 0.039 19 2.3 0 0.00013 0.4 NA 3.6e-05 0.0022 0.038 0.05 2.3 NA NA NA 0.104 0.02 0.436 3.2 0.21 9e-07 0.011 0 1942 9.7e-05 9e-05 0 0.00013 0.00092 4e-05 0.00020999999999999 0.011 2e-04 NA NA 5e-05 0.00016 0.00032 2e-04 0.00035999999999999 5e-05 0.00017 NA NA 0.00016 4e-05 0.00017999999999999 0 NA NA NA NA NA NA NA NA NA
"Purslane" "Greens" 0.065 20 3.4 0 0.00011 0.36 NA 1.2e-05 0.002 0.068 NA 3.4 NA NA NA 0.044 NA 0.494 2 NA 9e-07 0.045 0 1320 NA 5e-05 0 0.00011 0.00047999999999999 4e-05 7e-05 0.021 0.00017 0.013 NA NA NA NA NA 3e-04 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Spinach" "Greens" 0.136 23 3.8 0 0.00017 0.26 2.4 0.000146 0.0036 0.087 0.01 1.4 0 0 0 0.056 0.11 0.466 3 0.04 1.5e-06 0.07 0 10481 0.000524 1e-04 0 0.00023999999999999 0.00049 0.00015 0.00023999999999999 0.0098 0.00076 0.02 NA 7e-05 0.00015 0.00023 0.00017999999999999 0.00094 6e-05 0.00013 NA 0.43 0.00013 4e-05 0.00017 0 0.0021 0.000494 NA NA NA NA NA NA NA
"Sweet potato leaves" "Greens" 0.078 42 8.8 0 NA 0.51 5.3 NA 0.00096999999999999 0.07 0.02 3.5 NA NA NA 0.081 0.23 0.508 2.5 0.11 9e-07 0.006 0 3778 0.000189 0.00016 0 0.00035 0.0011 0.00023 0.00019 0.011 NA NA NA NA NA NA 0.00023 NA 9e-05 NA NA NA NA 4e-05 NA 0 NA 0.000302 NA NA NA NA NA NA NA
"Taro leaves" "Greens" 0.107 42 6.7 0 0.00027 0.74 3.7 0.000126 0.0023 0.045 0.06 3 0 0 0 0.06 0.31 0.648 5 0.15 9e-07 0.003 0 4825 0.000241 0.00020999999999999 0 0.00046 0.0015 8e-05 0.00015 0.052 0.00041 0.013 NA 0.00011 0.00026 0.00039 0.00025 0.00070999999999999 8e-05 2e-04 NA 3 0.00017 5e-05 0.00026 0 0.002 0.000109 NA NA NA NA NA NA NA
"Vine spinach (basella)" "Greens" 0.109 19 3.4 0 0.00011 0.3 NA 0.00014 0.0012 0.065 NA 3.4 NA NA NA 0.052 NA 0.51 1.8 NA 8e-07 0.024 0 8000 4e-04 5e-05 0 0.00016 5e-04 5e-05 0.00023999999999999 0.102 0.00043 NA NA 4e-05 5e-05 1e-04 9e-05 0.00074 2e-05 9e-05 NA NA 6e-05 3e-05 7e-05 0 NA NA NA NA NA NA NA NA NA
"Watercress" "Greens" 0.12 11 1.3 0 8e-05 0.1 0.5 9e-06 2e-04 0.021 0.01 0.79 0 0 0 0.06 0.04 0.33 2.3 0.03 9e-07 0.041 0 3191 0.00016 9e-05 0 0.00011999999999999 2e-04 0.00031 0.00013 0.043 0.00011 0.009 NA 4e-05 9e-05 0.00017 0.00013 0.00023999999999999 2e-05 0.00011 NA 0.2 0.00013 3e-05 0.00014 0 0.001 0.00025 NA NA NA NA NA NA NA
"Borage" "Greens" 0.093 21 3.1 0 0.00013 0.7 NA 1.3e-05 0.0033 0.052 0.21 3.1 NA NA NA 0.053 0.11 0.47 1.8 0.17 9e-07 0.08 0 4200 0.00021 6e-05 0 0.00015 9e-04 4e-05 8e-05 0.035 2e-04 NA NA NA NA NA NA 0.00035 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Drumstick tree" "Greens" 0.03 37 8.5 0 8e-05 0.2 3.2 4.4e-05 0.00035999999999999 0.045 0.1 5.3 NA NA NA 0.05 0 0.461 2.1 0.03 7e-07 0.042 0 74 4e-06 5e-05 0 7e-05 0.00062 0.00079 0.00011999999999999 0.141 0.00045 NA NA NA NA NA NA 0.00026 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Arugula" "Greens" 0.16 25 3.7 0 8e-05 0.66 1.6 9.7e-05 0.0015 0.047 0.05 2.1 0 0 0 0.052 0.32 0.369 2.6 0.09 3e-07 0.027 0 2373 0.000119 4e-05 0 9e-05 0.00031 0.00044 7e-05 0.015 0.00047 0.015 NA NA NA NA NA 0.00032 NA NA NA 2.1 NA NA NA 0 0.00043 0.000109 NA NA NA NA NA NA NA
"Lemongrass" "Greens" 0.065 99 25 0 0.00027 0.49 NA 7.5e-05 0.00819999999999999 0.06 0.05 25 NA NA NA 0.101 0.17 0.723 1.8 0.12 7e-07 0.006 0 6 0 7e-05 0 0.00014 0.0011 5e-05 8e-05 0.0026 0.0022 NA NA NA NA NA NA 0.0052 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Grape leaves" "Greens" 0.363 93 17 0 0.00041999999999999 2.1 11 8.3e-05 0.0026 0.095 0.08 6.3 0 0 0 0.091 1.1 0.272 5.6 0.34 9e-07 0.009 0 27521 0.001376 4e-05 0 0.00035 0.0024 0.00023 4e-04 0.011 0.00067 0.013 NA NA NA NA NA 0.0029 NA NA NA 6.3 NA NA NA 0 0.002 0.000109 NA NA NA NA NA NA NA
"Fireweed" "Greens" 0.429 103 19 0 0.00032 2.8 11 0.000112 0.0024 0.156 NA 8.6 NA NA NA 0.108 NA 0.494 4.7 NA 9e-07 0.034 0 3598 0.00018 3e-05 0 0.00014 0.0047 0.0014 0.00063 0.0022 0.0027 NA NA NA NA NA NA 0.0067 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Barley" "Greens" 0.011 123 28 0 0.00011 0.44 3.8 1.6e-05 0.0013 0.022 0.06 24 0 0 0 0.054 0.21 0.093 2.3 0.09 8.6e-06 0.003 NA 7 0 8e-05 0 6e-05 0.0021 0.00014 0.00011999999999999 0 0.00082 0.013 NA 5e-05 8e-05 0.00015 8e-05 0.00026 4e-05 0.00013 NA 0.28 8e-05 4e-05 0.00011 0 1e-05 8e-07 NA NA NA NA NA NA NA
"Bulgur" "Greens" 0.01 83 19 0 8e-05 0.24 4.5 1.8e-05 0.00095999999999999 0.032 0.03 14 0 0 0 0.04 0.1 0.068 3.1 0.04 6e-07 0.005 NA 2 0 6e-05 0 3e-05 0.001 0.00034 8e-05 0 0.00057 0.0069 NA 7e-05 0.00011 0.00020999999999999 9e-05 0.00061 5e-05 0.00015 NA 0.1 9e-05 5e-05 0.00014 0 1e-05 5e-07 NA NA NA NA NA NA NA
"Corn grain" "Greens" 0.007 365 74 0 0.00031 4.7 7.3 1.9e-05 0.0027 0.127 1.3 67 NA NA NA 0.21 2.2 0.287 9.4 0.67 1.6e-05 0.035 NA 214 1.1e-05 0.00039 0 2e-04 0.0036 0.00041999999999999 0.00062 0 0.0022 NA NA 0.00029 0.00034 0.0012 0.00027 0.00049 2e-04 0.00046 NA 0.64 0.00035 7e-05 0.00047999999999999 0 0.00049 3e-07 NA NA NA NA NA NA NA
"Hominy" "Greens" 0.01 72 14 0 3e-05 0.88 2.5 1e-06 0.00062 0.016 0.23 12 0 0 0 0.035 0.4 0.009 1.5 0.12 3e-06 0.345 NA 1 0 0 0 1e-05 3e-05 0.00015 1e-05 0 0.0011 0.0031 NA 5e-05 6e-05 2e-04 3e-05 7e-05 3e-05 8e-05 NA 1.8 5e-05 1e-05 8e-05 0 5e-05 2e-07 NA NA NA NA NA NA NA
"Bran" "Greens" 0.01 40 11 0 7e-05 0.86 2.6 6e-06 0.00088 0.04 0.29 8.8 NA NA NA 0.119 0.34 0.092 3.2 0.16 7.7e-06 0.001 NA 0 0 0.00016 0 3e-05 0.00014 0.00022 3e-05 0 0.00053 NA NA 7e-05 0.00011 0.00023999999999999 0.00013 0.00095999999999999 6e-05 0.00016 NA NA 9e-05 6e-05 0.00017 0 NA NA NA NA NA NA NA NA NA
"Triticale" "Greens" 0.037 336 72 0 0.00046 2.1 NA 7.3e-05 0.0026 0.13 0.21 72 NA NA NA 0.358 0.91 0.332 13 0.37 NA 0.005 NA 0 0 0.00041999999999999 0 0.00013 0.0014 0.0013 0.00014 0 0.0035 NA NA 0.00031 0.00047999999999999 0.00091 0.00037 0.0032 2e-04 0.00064 NA NA 0.00041 0.00016 0.00061 0 9e-04 NA NA NA NA NA NA NA NA
"Wild rice" "Greens" 0.003 101 21 0 0.00011999999999999 0.34 1.8 2.6e-05 6e-04 0.032 0.05 20 0 0 0 0.082 0.21 0.101 4 0.05 8e-07 0.003 NA 3 0 5e-05 0 9e-05 0.0013 0.00015 0.00014 0 0.0013 0.01 0.2 1e-04 0.00017 0.00028 0.00017 0.00028 0.00011999999999999 2e-04 NA 0.73 0.00013 5e-05 0.00023 0 0.00023999999999999 5e-07 NA NA NA NA NA NA NA
"Spinach pasta" "Greens" 0.043 289 56 0.073 2e-04 2.1 NA 0.000177 0.0033 0.063 0.66 56 NA NA NA 0.148 0.47 0.272 11 0.48 NA 0.027 NA 241 2.5e-05 0.00061 3.1e-07 4e-04 0.0035 0.00069 0.00032 0 0.0014 NA NA 0.00023999999999999 0.00049 0.00081 0.00034 0.00078 0.00020999999999999 0.00056 NA NA 0.00035 0.00015 0.00054 NA NA NA NA NA NA NA NA NA NA
"Chow mein" "Greens" 0.02 475 73 0 0.00017 15 3.7 0.000106 0.0047 0.052 8.9 69 0 0 0 0.161 3.6 0.12 8.1 2.2 4.3e-05 1.174 0.8 0 0 0.00058 0 0.00041999999999999 0.006 0.00053 0.00011 0 0.0014 0.0087 NA NA NA NA NA NA NA NA NA 5.7 NA NA NA 0 0.0023 1.4e-06 NA NA NA NA NA NA NA
"Somen noodles" "Greens" 0.008 131 28 0 3e-05 0.18 NA 2e-06 0.00052 0.002 0.02 28 NA NA NA 0.027 0.07 0.029 4 0.03 NA 0.161 NA 0 0 2e-05 0 3e-05 1e-04 0.00017 1e-05 0 0.00022 NA NA 8e-05 0.00016 0.00027 8e-05 0.00025 6e-05 0.00019 NA NA 0.00011 5e-05 0.00017 0 NA NA NA NA NA NA NA NA NA
"Barley flour" "Greens" 0.032 345 75 0 0.00034 1.6 10 8e-06 0.0027 0.096 0.21 64 0 0 0 0.296 0.77 0.309 11 0.34 3.8e-05 0.004 NA 0 0 0.00037 0 0.00011 0.0063 0.00015 4e-04 0 0.002 0.038 NA 0.00023999999999999 0.00038 0.00070999999999999 0.00039 0.001 2e-04 0.00058999999999999 NA 0.8 0.00035999999999999 0.00017999999999999 0.00052 0 0.00057 2.2e-06 NA NA NA NA NA NA NA
"Rice noodles" "Greens" 0.004 108 24 0 4e-05 0.2 1 1e-06 0.00014 0.003 0.03 23 0 0 0 0.02 0.02 0.004 1.8 0.02 4.5e-06 0.019 NA 0 0 2e-05 0 0 7e-05 1e-05 1e-05 0 0.00025 0.0016 NA 5e-05 7e-05 0.00015 6e-05 0.00011 4e-05 1e-04 NA 0.03 6e-05 2e-05 1e-04 0 3e-05 0 NA NA NA NA NA NA NA
"Quinoa" "Greens" 0.017 120 21 0 0.00019 1.9 2.8 4.2e-05 0.0015 0.064 0.53 19 0.02 0 0 0.152 1.1 0.172 4.4 0.23 2.8e-06 0.007 NA 5 0 0.00011 0 0.00011 0.00041 NA 0.00011999999999999 0 0.0011 0.023 NA 0.00013 0.00016 0.00026 0.00023999999999999 0.00063 1e-04 0.00019 18 0.87 0.00013 5e-05 0.00019 0 0.00063 0 NA NA NA NA NA NA NA
"Wheat" "Greens" 0.009 132 28 0 0.00020999999999999 0.83 4.3 1.1e-05 0.0018 0.048 0.08 23 NA NA NA 0.147 0.24 0.164 5.7 0.08 3.2e-05 0.008 0 4 NA 1e-04 0 3e-05 0.0023 NA 7e-05 NA 0.0018 NA NA 0.00015 0.00022 0.00043 0.00016 0.001 1e-04 3e-04 NA 3.1 0.00017 5e-05 0.00027 NA 0.00023999999999999 NA NA NA NA NA NA NA NA
"Spelt" "Greens" 0.01 127 26 0 0.00022 0.85 3.9 1.3e-05 0.0017 0.049 NA 23 NA NA NA 0.15 NA 0.143 5.5 NA 4e-06 0.005 NA 4 0 1e-04 0 3e-05 0.0026 NA 8e-05 0 0.0013 NA NA NA NA NA NA 0.0011 NA NA 20 NA NA NA NA NA 0.00026 NA NA NA NA NA NA NA NA
"Teff" "Greens" 0.049 101 20 0 0.00023 0.65 2.8 1.8e-05 0.0021 0.05 NA 17 NA NA NA 0.12 NA 0.107 3.9 NA NA 0.008 NA 2 0 0.00017999999999999 0 3e-05 0.00091 NA 1e-04 NA 0.0011 NA NA 9e-05 0.00015 0.00031 0.00011 0.0029 0.00013 2e-04 NA NA 0.00015 4e-05 2e-04 NA NA NA NA NA NA NA NA NA NA
"Egg noodles" "Greens" 0.012 138 25 0.029 1e-04 2.1 1.2 7e-06 6e-04 0.021 0.58 24 0 0 0 0.076 0.55 0.038 4.5 0.42 2.4e-05 0.005 0.03 21 6e-06 3e-05 9e-08 2e-05 4e-04 0.00026 5e-05 0 0.00065 0.026 0 0.00011999999999999 0.00019 0.00037 0.00014 0.00032 9e-05 0.00023999999999999 NA 0.4 0.00014 4e-05 0.00022 1e-07 0.00017 0 NA NA NA NA NA NA NA
"Millet flour" "Greens" 0.014 382 75 NA 0.00054 4.3 3.5 4.2e-05 0.0039 0.119 0.92 72 0 0 0 0.285 2.6 0.224 11 0.54 3.3e-05 0.004 0 NA NA 0.00041 NA 7e-05 0.006 0.0013 0.00037 0 0.0026 NA 0 0.00026 0.00047 0.0015 0.00014 0.001 0.00032 0.00068 70 1.7 0.00035 0.00017 0.00058 NA 0.00011 8e-07 0.04 0 0 0 0 2.5 NA
"Fortune cookie" "Sweets" 0.012 378 84 0.002 6e-05 2.7 1.6 6.6e-05 0.0014 0.007 1.3 82 0 0 0 0.035 0.47 0.041 4.2 0.67 2.9e-06 0.031 NA 3 1e-06 0.00017999999999999 1e-08 0.00013 0.0018 3e-04 1e-05 0 0.00017 0.006 NA 9e-05 0.00017 3e-04 0.00016 0.00019 8e-05 2e-04 NA 45 0.00011999999999999 6e-05 0.00019 0 3e-05 1.1e-06 NA NA NA NA NA NA NA
"Fruit leather" "Sweets" 0.018 359 83 0 0.00017 2.7 0 4e-06 0.00075 0.014 1.5 83 0 0 0 0.024 0.55 0.164 1 0.65 2.7e-06 0.403 NA 58 6e-06 4e-05 0 1e-04 1e-04 0.00032 3e-04 0.056 0.00019 0.013 NA NA NA NA NA 0.00017999999999999 NA NA NA 58 NA NA NA 0 0.00056 1.8e-05 NA NA NA NA NA NA NA
